id,description,en
correction.summary.feesRequired,Fees required for certificate correction summary,Fees required?
correction.summary.feesRequiredNegative,Negative label for Fees required for certificate correction summary,No
correction.summary.feesRequiredPositive,Positive label for Fees required for certificate correction summary,Yes
correction.summary.idCheck,ID check header for certificate correction summary,ID check
correction.summary.idCheckForCorrection,The title for the dialog when details of the collector not verified for correction,Correct without proof of ID?
correction.summary.item,Corrected item table header for certificate correction summary,Item
correction.summary.office,Office where certificate correction summary was submitted,Office
correction.summary.original,Original value table header for certificate correction summary,Original
correction.summary.proofOfPayment,Proof of payment label fees payment document,Proof of payment
correction.summary.proofOfPaymentRequired,Validation for proof of payment document for certificate correction summary,Proof of payment is required
correction.summary.reasonForRequest,Reason for request header for certificate correction summary,Reason for request
correction.summary.requestedBy,Requested by header for certificate correction summary,Requested by
correction.summary.requestedOn,Date when certificate correction summary was submitted,Requested on
correction.summary.required,Payment and proof of payment input error,Required for correction
correction.summary.submitter,Submitter of certificate correction summary,Submitter
correction.summary.supportingDocuments,Supporting documents header for certificate correction summary,Supporting documents
correction.summary.title,Title for certificate correction summary,Correction summary
correction.summary.totalPaymentLabel,Label of total payment in correction summary,Total {currency}
correction.supportingDocuments.attestToSeeCorrectionDocument,Option for form field: Correction Supporting Document,I attest to seeing supporting documentation and have a copy filed at my office
correction.supportingDocuments.docTypeAffidavitProof,Label for select option Affidavit,Affidavit
correction.supportingDocuments.docTypeCourtDocument,Label for select option Court Document,Court Document
correction.supportingDocuments.docTypeOther,Label for select option Other,Other
correction.supportingDocuments.noDocumentsRequiredForCorrection,Option for form field: Correction Supporting Document,No supporting documents required
correction.supportingDocuments.proofOfLegalDocuments,Label for list item of legal proof,Proof of legal correction documents
correction.supportingDocuments.select.placeholder,Placeholder text for a select,Select
correction.supportingDocuments.subtitle,Label for supportingDocuments form subtitle in certificate correction form,"For all record corrections at a minimum an affidavit must be provided. For material errors and omissions eg. in paternity cases, a court order must also be provided."
correction.supportingDocuments.supportDocumentForCorrection,Label for form field: Correction Supporting Document,Check supporting document
correction.supportingDocuments.title,Label for supportingDocuments form title in certificate correction form,Upload supporting documents
correction.title,Certificate correction section title,Correct record
countries.ABW,,Aruba
countries.AFG,,Afghanistan
countries.AGO,,Angola
countries.AIA,,Anguilla
countries.ALA,,Åland Islands
countries.ALB,,Albania
countries.AND,,Andorra
countries.ARE,,United Arab Emirates
countries.ARG,,Argentina
countries.ARM,,Armenia
countries.ASM,,American Samoa
countries.ATA,,Antarctica
countries.ATF,,French Southern Territories
countries.ATG,,Antigua and Barbuda
countries.AUS,,Australia
countries.AUT,,Austria
countries.AZE,,Azerbaijan
countries.BDI,,Burundi
countries.BEL,,Belgium
countries.BEN,,Benin
countries.BES,,"Bonaire, Sint Eustatius and Saba"
countries.BFA,,Burkina Faso
countries.BGD,,Bangladesh
countries.BGR,,Bulgaria
countries.BHR,,Bahrain
countries.BHS,,Bahamas
countries.BIH,,Bosnia and Herzegovina
countries.BLM,,Saint Barthélemy
countries.BLR,,Belarus
countries.BLZ,,Belize
countries.BMU,,Bermuda
countries.BOL,,Bolivia (Plurinational State of)
countries.BRA,,Brazil
countries.BRB,,Barbados
countries.BRN,,Brunei Darussalam
countries.BTN,,Bhutan
countries.BVT,,Bouvet Island
countries.BWA,,Botswana
countries.CAF,,Central African Republic
countries.CAN,,Canada
countries.CCK,,Cocos (Keeling) Islands
countries.CHE,,Switzerland
countries.CHL,,Chile
countries.CHN,,China
countries.CIV,,Côte d'Ivoire
countries.CMR,,Cameroon
countries.COD,,Democratic Republic of the Congo
countries.COG,,Congo
countries.COK,,Cook Islands
countries.COL,,Colombia
countries.COM,,Comoros
countries.CPV,,Cabo Verde
countries.CRI,,Costa Rica
countries.CUB,,Cuba
countries.CUW,,Curaçao
countries.CXR,,Christmas Island
countries.CYM,,Cayman Islands
countries.CYP,,Cyprus
countries.CZE,,Czechia
countries.DEU,,Germany
countries.DJI,,Djibouti
countries.DMA,,Dominica
countries.DNK,,Denmark
countries.DOM,,Dominican Republic
countries.DZA,,Algeria
countries.ECU,,Ecuador
countries.EGY,,Egypt
countries.ERI,,Eritrea
countries.ESH,,Western Sahara
countries.ESP,,Spain
countries.EST,,Estonia
countries.ETH,,Ethiopia
countries.FAR,,Farajaland
countries.FIN,,Finland
countries.FJI,,Fiji
countries.FLK,,Falkland Islands (Malvinas)
countries.FRA,,France
countries.FRO,,Faroe Islands
countries.FSM,,Micronesia (Federated States of)
countries.GAB,,Gabon
countries.GBR,,United Kingdom of Great Britain and Northern Ireland
countries.GEO,,Georgia
countries.GGY,,Guernsey
countries.GHA,,Ghana
