admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
Badair,BD20126318,Kasba,BD201263,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD
Badalgachhi,BD50640621,Badalgachhi,BD506406,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Badalkut,BD20751017,Chatkhil,BD207510,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD
Badalpur,BD60360227,Ajmiriganj,BD603602,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Badar Pasha,BD30548019,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Badarganj,BD55850316,Badarganj,BD558503,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Badarkhali,BD10042819,Barguna Sadar,BD100428,Barguna,BD1004,Barisal,BD10,Bangladesh,BD
Badarkhali,BD20221610,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Badarpur,BD10095416,Lalmohan,BD100954,Bhola,BD1009,Barisal,BD10,Bangladesh,BD
Badarpur,BD10789511,Patuakhali Sadar,BD107895,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Badda,BD30260413,Badda,BD302604,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Badhair,BD50819427,Tanore,BD508194,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Badhal,BD40013815,Kachua,BD400138,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Badiakhali,BD55322412,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Badla,BD30483317,Itna,BD304833,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Baga,BD10783811,Bauphal,BD107838,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Bagachra,BD40419013,Sharsha,BD404190,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Bagadana,BD20309419,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD
Bagali,BD40475311,Koyra,BD404753,Khulna,BD4047,Khulna,BD40,Bangladesh,BD
Bagan Bazar,BD20153313,Fatikchhari,BD201533,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Baganbari,BD20137911,Matlab Uttar,BD201379,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD
Bagar Char,BD45390711,Bakshiganj,BD453907,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Bagasura,BD60367117,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Bagat,BD30295610,Madhukhali,BD302956,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD
Bagati Para,BD50690919,Bagati Para,BD506909,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD
Bagatipara Paurashava,BD50690999,Bagati Para,BD506909,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD
Bagdha,BD10060213,Agailjhara,BD100602,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Bagerhat Paurashava,BD40010899,Bagerhat Sadar,BD400108,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Bagha,BD60913815,Golabganj,BD609138,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Bagha Paurashava,BD50811099,Bagha,BD508110,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Baghaba,BD30687621,Shibpur,BD306876,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD
Baghadi,BD20132222,Chandpur Sadar,BD201322,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD
Baghai Chhari,BD20840711,Baghai Chhari,BD208407,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Baghaichhari Paurashava,BD20840799,Baghai Chhari,BD208407,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Baghbati,BD50887816,Sirajganj Sadar,BD508878,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Baghber,BD45611610,Dhobaura,BD456116,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Baghber,BD45897030,Nalitabari,BD458970,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD
Bagher Para Paurashava,BD40410999,Bagher Para,BD404109,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Baghil,BD30939537,Tangail Sadar,BD309395,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Baghmara,BD20193312,Comilla Sadar Dakshin,BD201933,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Baghmara Uttar,BD20193313,Comilla Sadar Dakshin,BD201933,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Baghra,BD30598413,Sreenagar,BD305984,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Baghutia,BD30561019,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Baghutia,BD40410410,Abhaynagar,BD404104,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Bagia,BD40555725,Magura Sadar,BD405557,Magura,BD4055,Khulna,BD40,Bangladesh,BD
Bagjana,BD50387442,Panchbibi,BD503874,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD
Bagoan,BD20157411,Raozan,BD201574,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Bagoan,BD40576028,Mujib Nagar,BD405760,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD
Bagulat,BD40507116,Kumarkhali,BD405071,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Bagura,BD40448012,Shailkupa,BD404480,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Bagutia,BD50882721,Chauhali,BD508827,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Bahadurabad,BD45391517,Dewanganj,BD453915,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Bahadurpur,BD30545410,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Bahadurpur,BD30827316,Pangsha,BD308273,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD
Bahadurpur,BD40419017,Sharsha,BD404190,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Bahadurpur,BD40501513,Bheramara,BD405015,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Bahadurpur,BD50646910,Niamatpur,BD506469,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Bahadursadi,BD30333415,Kaliganj,BD303334,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD
Bahagili,BD55734517,Kishoreganj,BD557345,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Bahalbaria,BD40509421,Mirpur,BD405094,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Bahara,BD60367125,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Bahara,BD60908647,Sulla,BD609086,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD
Baharbunia,BD40016010,Morrelganj,BD400160,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Baharchhara,BD20150811,Banshkhali,BD201508,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Baharchhara,BD20229015,Teknaf,BD202290,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Baharpur,BD30820717,Balia Kandi,BD308207,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD
Baheratail,BD30938513,Sakhipur,BD309385,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Bahir Char,BD40501527,Bheramara,BD405015,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Bahirdia Mansa,BD40013410,Fakirhat,BD400134,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Bahrampur,BD10785221,Dashmina,BD107852,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Bahubal,BD60360511,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Bahugram,BD30355811,Muksudpur,BD303558,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD
Bahuli,BD50887817,Sirajganj Sadar,BD508878,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Bahuria,BD30936623,Mirzapur,BD309366,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Baidyer Bazar,BD30670424,Sonargaon,BD306704,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD
Baikari,BD40878220,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Bailar,BD45619415,Trishal,BD456194,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Bailchhari,BD20150812,Banshkhali,BD201508,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Bailtali,BD20151813,Chandanaish,BD201518,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Baintala,BD40017310,Rampal,BD400173,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Baira (kewatkhali),BD45615227,Mymensingh Sadar,BD456152,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Bairag,BD20150419,Anowara,BD201504,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Bairati,BD30485911,Mithamain,BD304859,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Bairati,BD45728315,Purbadhala,BD457283,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Bairchuna,BD55948223,Pirganj,BD559482,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD
Baisakanda,BD30261411,Dhamrai,BD302614,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Baisari Para,BD10061021,Banari Para,BD100610,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Baishari,BD20037319,Naikhongchhari,BD200373,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD
Baishgaon,BD20197413,Manoharganj,BD201974,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Bajitkhila,BD45898811,Sherpur Sadar,BD458988,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD
Bajitpur,BD30548028,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Bajitpur Paurashava,BD30480699,Bajitpur,BD304806,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Bajnaba,BD30680713,Belabo,BD306807,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD
Bajra Jogini,BD30595622,Munshiganj Sadar,BD305956,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Bajua,BD40471710,Dacope,BD404717,Khulna,BD4047,Khulna,BD40,Bangladesh,BD
Bajubagha,BD50811022,Bagha,BD508110,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Bakai,BD20197217,Laksam,BD201972,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Bakal,BD10060215,Agailjhara,BD100602,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Bakaljora,BD45721812,Durgapur,BD457218,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Bakila,BD20134975,Hajiganj,BD201349,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD
Baksh Mohammad,BD20305140,Parshuram,BD203051,Feni,BD2030,Chittagong,BD20,Bangladesh,BD
Bakshaganj,BD20198734,Nangalkot,BD201987,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Bakshanagar,BD30266213,Nawabganj,BD302662,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Bakshiganj,BD45390723,Bakshiganj,BD453907,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Bakshimail,BD50815313,Mohanpur,BD508153,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Baksimail,BD20191811,Burichang,BD201918,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Bakta,BD45612017,Fulbaria,BD456120,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Baktaballi,BD30675825,Narayanganj Sadar,BD306758,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD
Baktapur,BD20153314,Fatikchhari,BD201533,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Baktarpur,BD30333417,Kaliganj,BD303334,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD
Baktiarpur,BD50646013,Naogaon Sadar,BD506460,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Bakua,BD55945127,Haripur,BD559451,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD
Bakulbaria,BD10785722,Galachipa,BD107857,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Bala Para,BD55731213,Dimla,BD557312,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Balaganj,BD60910811,Balaganj,BD609108,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Balagram,BD55733613,Jaldhaka,BD557336,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Balaibunia,BD40016011,Morrelganj,BD400160,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Balair Char,BD45898813,Sherpur Sadar,BD458988,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD
Balaishimul,BD45724713,Kendua,BD457247,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Balara,BD30562821,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Balarampur,BD20199410,Titas,BD201994,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Balarampur,BD55770427,Atwari,BD557704,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD
Balarhat,BD55855832,Mitha Pukur,BD558558,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Baldhara,BD30568217,Singair,BD305682,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Baldia,BD10798719,Nesarabad (Swarupkati),BD107987,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD
Bali Para,BD10799015,Zianagar,BD107990,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD
Bali Para,BD45619419,Trishal,BD456194,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Balia,BD20132227,Chandpur Sadar,BD201322,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD
Balia,BD30261417,Dhamrai,BD302614,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Balia,BD45618111,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Balia,BD55949421,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD
Balia Dighi,BD50104011,Gabtali,BD501040,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Baliadanga,BD40471223,Batiaghata,BD404712,Khulna,BD4047,Khulna,BD40,Bangladesh,BD
Baliakandi,BD30820719,Balia Kandi,BD308207,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD
Baliakhora,BD30562211,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Balian,BD45612023,Fulbaria,BD456120,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Baliardi,BD30480617,Bajitpur,BD304806,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Baliatali,BD10786610,Kala Para,BD107866,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Baliati,BD30567019,Saturia,BD305670,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Balibhadra,BD30932521,Dhanbari,BD309325,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Balidanga,BD50706618,Nawabganj Sadar,BD507066,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD
Balidia,BD40556621,Mohammadpur,BD405566,Magura,BD4055,Khulna,BD40,Bangladesh,BD
Baligaon,BD20302920,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD
Balighata,BD50387452,Panchbibi,BD503874,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD
Baligram,BD30544012,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Balihar,BD50646014,Naogaon Sadar,BD506460,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Balijuri,BD45395823,Madarganj,BD453958,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Balijuri,BD60909210,Tahirpur,BD609092,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD
Balikhan,BD45618112,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Balipara,BD20039519,Thanchi,BD200395,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD
Balla,BD30562814,Harirampur,BD305628,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Balla,BD30934712,Kalihati,BD309347,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Ballabhdi,BD30299011,Saltha,BD302990,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD
Ballabher Khas,BD55496111,Nageshwari,BD554961,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD
Ballamjhar,BD55322414,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Balli,BD40878227,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Balua,BD50109510,Sonatola,BD501095,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Balua Masimpur,BD55855817,Mitha Pukur,BD558558,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Baluakandi,BD30592410,Gazaria,BD305924,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Balubhara,BD50640631,Badalgachhi,BD506406,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Baluhar,BD40444213,Kotchandpur,BD404442,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Balukhali,BD20848727,Rangamati Sadar,BD208487,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Balur Char,BD30597411,Serajdikhan,BD305974,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Bamai,BD60366813,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Bamandanga,BD55329111,Sundarganj,BD553291,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Bamandanga,BD55496112,Nageshwari,BD554961,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD
Bamandi,BD40574710,Gangni,BD405747,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD
Bambu,BD50384719,Joypurhat Sadar,BD503847,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD
Bamna,BD10041923,Bamna,BD100419,Barguna,BD1004,Barisal,BD10,Bangladesh,BD
Bamni,BD20515811,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD
Bamo Bilchari,BD20221612,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Bamrail,BD10069410,Wazirpur,BD100694,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Bamunia,BD55731517,Domar,BD557315,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Bana,BD30290321,Alfadanga,BD302903,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD
Banagram,BD30267222,Savar,BD302672,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Banagram,BD30484519,Katiadi,BD304845,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Banagram,BD40016017,Morrelganj,BD400160,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Banagram,BD55328213,Sadullapur,BD553282,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Banail,BD30936631,Mirzapur,BD309366,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Banari Para,BD10061010,Banari Para,BD100610,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Bandaber,BD55497911,Raumari,BD554979,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD
Bandabilla,BD40410919,Bagher Para,BD404109,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Bandar,BD30670615,Bandar,BD306706,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD
Bandarban,BD20031415,Bandarban Sadar,BD200314,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD
Bandarban Paurashava,BD20031499,Bandarban Sadar,BD200314,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD
Bandarkhola,BD30548711,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Bandhabari,BD30355115,Kotali Para,BD303551,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD
Banduk Bhanga,BD20848713,Rangamati Sadar,BD208487,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Bandura,BD30266220,Nawabganj,BD302662,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Baneshwar,BD50818213,Puthia,BD508182,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Baneshwardi,BD45896717,Nakla,BD458967,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD
Bangakha,BD20514313,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD
Bangal Para,BD30480235,Austagram,BD304802,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Bangala,BD50889412,Ullah Para,BD508894,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Bangalhalia,BD20847823,Rajasthali,BD208478,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Bangalipur,BD55738523,Saidpur,BD557385,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Bangaltali,BD20840723,Baghai Chhari,BD208407,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Bangasonahat,BD55490638,Bhurungamari,BD554906,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD
Bangla Bazar,BD30595623,Munshiganj Sadar,BD305956,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Bangla Bazar,BD60903386,Dowarabazar,BD609033,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD
Banglabandha,BD55779013,Tentulia,BD557790,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD
Bangodda,BD20198717,Nangalkot,BD201987,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Bangra,BD30934714,Kalihati,BD309347,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Baniajan,BD30932525,Dhanbari,BD309325,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Baniajan,BD45720411,Atpara,BD457204,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Baniajuri,BD30562223,Ghior,BD305622,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Banibaha,BD30827614,Rajbari Sadar,BD308276,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD
Banihala,BD45618113,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Banishanta,BD40471713,Dacope,BD404717,Khulna,BD4047,Khulna,BD40,Bangladesh,BD
Banjugi Chhara,BD20844719,Jurai Chhari,BD208447,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Banka,BD40185538,Jiban Nagar,BD401855,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD
Bankra,BD40412325,Jhikargachha,BD404123,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Banpara Paurashava,BD50691500,Baraigram,BD506915,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD
Banshbaria,BD10785231,Dashmina,BD107852,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Banshbaria,BD20158616,Sitakunda,BD201586,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Banshbaria,BD30355816,Muksudpur,BD303558,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD
Banshbaria,BD40447111,Maheshpur,BD404471,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Banshchara,BD45393613,Jamalpur Sadar,BD453936,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Banshdaha,BD40878233,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Banshgari,BD30544018,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Banshgari,BD30686416,Roypura,BD306864,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD
Banshgram,BD40657613,Narail Sadar,BD406576,Narail,BD4065,Khulna,BD40,Bangladesh,BD
Banshkandi,BD30548713,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Banshkhali Paurashava,BD20150899,Banshkhali,BD201508,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Banshtail,BD30936634,Mirzapur,BD309366,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Banshtali,BD40017311,Rampal,BD400173,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Banwarinagar,BD50763310,Faridpur,BD507633,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD
Baola,BD45618127,Phulpur,BD456181,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Bapta,BD10091814,Bhola Sadar,BD100918,Bhola,BD1009,Barisal,BD10,Bangladesh,BD
Bara Alampur,BD55857616,Pirganj,BD558576,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Bara Baisdia,BD10785727,Galachipa,BD107857,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Bara Bakia,BD20225611,Pekua,BD202256,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Bara Baria,BD40011419,Chitalmari,BD400114,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Bara Bazar,BD40443310,Kaliganj,BD404433,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Bara Bhita,BD55491813,Phulbari,BD554918,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD
Bara Bighai,BD10789531,Patuakhali Sadar,BD107895,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Bara Bihanali,BD50811222,Baghmara,BD508112,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Bara Chapa,BD30685221,Manohardi,BD306852,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD
Bara Chatul,BD60915913,Kanaighat,BD609159,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Bara Dargah,BD55857622,Pirganj,BD558576,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Bara Dhul,BD50881113,Belkuchi,BD508811,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Bara Gopalpur,BD30869412,Zanjira,BD308694,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD
Bara Harina,BD20842131,Barkal,BD208421,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Bara Harishpur,BD50696320,Natore Sadar,BD506963,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD
Bara Hazratpur,BD55855826,Mitha Pukur,BD558558,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Bara Jalia,BD10063613,Hizla,BD100636,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Bara Karai (uttar Bara Karai),BD20192723,Chandina,BD201927,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Bara Kharpan,BD45724011,Kalmakanda,BD457240,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
